number,value,datetime_start,datetime_complete,duration,params_batch_size,params_colnorm_thresh,params_dist1,params_iseed,params_l2_penalty_choice,params_l2_penalty_nz,params_lr,params_lr_anneal_start,params_nhid1,params_pca_energy,params_preproc,params_scale_heur1,params_scale_mult1,params_squash,user_attrs_avg_fit_criteria,state,avg_fit_criteria
75,0.247133332490921,2025-08-25 04:01:21.982085,2025-08-25 04:04:41.017666,0 days 00:03:19.035581,100,1.217510079779842e-05,normal,5,nz,1.2261713873097261e-07,0.0010043781997596045,173,416,,colnorm,old,0.9348450871270939,logistic,0.013044190406799317,COMPLETE,0.013044190406799317
76,0.4162166595458984,2025-08-25 04:04:41.018003,2025-08-25 04:08:00.347968,0 days 00:03:19.329965,100,2.46418251965648e-05,uniform,5,nz,3.734637573391394e-05,0.11195594850022494,109,496,,colnorm,old,0.8962063792624093,logistic,0.012197422981262206,COMPLETE,0.012197422981262206
77,0.35394999384880066,2025-08-25 04:08:00.348264,2025-08-25 04:11:12.092173,0 days 00:03:11.743909,100,,uniform,6,nz,0.00026414724247216654,0.08001316045189526,256,352,,raw,old,0.8677986550529521,logistic,0.01054527759552002,COMPLETE,0.01054527759552002
78,0.4444166660308838,2025-08-25 04:11:12.092500,2025-08-25 04:26:38.255546,0 days 00:15:26.163046,20,2.4810755745850067e-05,uniform,8,zero,,0.003609122010608438,5766,576,,colnorm,Glorot,,logistic,0.011477398872375488,COMPLETE,0.011477398872375488
79,0.41139999181032183,2025-08-25 04:26:38.255956,2025-08-25 04:29:47.380799,0 days 00:03:09.124843,100,2.7682549904231404e-05,normal,5,zero,,0.449183104650571,186,512,,colnorm,old,0.3575283413959515,logistic,,COMPLETE,
80,0.10000000149011612,2025-08-25 04:29:47.381162,2025-08-25 04:46:01.006547,0 days 00:16:13.625385,20,3.710754927330043e-05,uniform,6,nz,1.298982700763544e-08,0.4870135064012023,915,512,,colnorm,old,1.2359674439865431,tanh,,COMPLETE,
81,0.4212666690349579,2025-08-25 04:46:01.006961,2025-08-25 05:02:11.762239,0 days 00:16:10.755278,20,0.00021836671594643715,normal,7,nz,4.4092485303380704e-05,0.2166602832389487,533,64,,colnorm,old,0.7792586922702974,tanh,0.00020265579223632812,COMPLETE,0.00020265579223632812
82,0.38211665898561475,2025-08-25 05:02:11.763293,2025-08-25 05:05:31.489472,0 days 00:03:19.726179,100,0.0009419493248451563,normal,5,nz,7.403455465389218e-05,0.43827002326793363,113,464,,colnorm,old,0.7488178919317967,tanh,,COMPLETE,
83,0.31616666316986086,2025-08-25 05:05:31.489823,2025-08-25 05:21:39.561237,0 days 00:16:08.071414,20,,normal,5,nz,3.0380696341864274e-05,0.022085009884119513,1833,624,,raw,old,0.7621750349537316,logistic,0.010679888725280761,COMPLETE,0.010679888725280761
84,0.49013333320617675,2025-08-25 05:21:39.561626,2025-08-25 05:38:01.028864,0 days 00:16:21.467238,20,7.920268543605112e-05,uniform,6,nz,0.0003054211912369625,0.280116296428587,269,400,,colnorm,old,0.44955474219185365,logistic,0.0016693115234375,COMPLETE,0.0016693115234375
