number,value,datetime_start,datetime_complete,duration,params_batch_size,params_colnorm_thresh,params_dist1,params_iseed,params_l2_penalty_choice,params_l2_penalty_nz,params_lr,params_lr_anneal_start,params_nhid1,params_pca_energy,params_preproc,params_scale_heur1,params_scale_mult1,params_squash,state
55,0.9044354756673177,2025-08-19 18:13:44.126535,2025-08-19 18:17:15.133111,0 days 00:03:31.006576,20,,normal,7,nz,1.61220182506397e-05,0.5843444324590439,3048,976,0.5442043883838253,pca,old,1.456368062034169,logistic,COMPLETE
56,0.8772419889767965,2025-08-19 18:17:15.133592,2025-08-19 18:20:48.058938,0 days 00:03:32.925346,20,,normal,7,nz,1.0454680634784509e-05,0.6226706895168558,2413,976,,raw,Glorot,,logistic,COMPLETE
57,0.8178225557009379,2025-08-19 18:20:48.059402,2025-08-19 18:24:20.607327,0 days 00:03:32.547925,20,,normal,7,nz,2.2906262891660868e-05,0.9159307627039015,3069,976,0.5526318845554474,pca,old,1.644199719476532,tanh,COMPLETE
58,0.844870944817861,2025-08-19 18:24:20.607778,2025-08-19 18:27:54.553762,0 days 00:03:33.945984,20,,normal,7,nz,5.044825317400815e-06,0.2956259686238415,382,304,0.5319270039416873,pca,old,1.3614101153814797,logistic,COMPLETE
59,0.8721290429433187,2025-08-19 18:27:54.554214,2025-08-19 18:31:30.059088,0 days 00:03:35.504874,20,,normal,7,nz,2.241213000909339e-06,0.6659320116077262,3189,384,0.9994615742623809,pca,old,1.3679225052340056,logistic,COMPLETE
60,0.8322096864382426,2025-08-19 18:31:30.059568,2025-08-19 18:35:03.032797,0 days 00:03:32.973229,20,,normal,7,nz,6.110875458820849e-05,0.04152135062864795,5919,944,0.5410571446644544,pca,old,1.8272001369944388,logistic,COMPLETE
61,0.9029031991958618,2025-08-19 18:35:03.033239,2025-08-19 18:38:35.762310,0 days 00:03:32.729071,20,,normal,6,nz,1.9982575038961875e-05,0.3842196926206145,4135,992,0.5616160590893833,pca,old,1.488788717600204,logistic,COMPLETE
62,0.8929193615913391,2025-08-19 18:38:35.762779,2025-08-19 18:42:07.357262,0 days 00:03:31.594483,20,,normal,6,nz,1.2115059085254159e-05,0.9781540966520426,1426,1008,0.5305400595428736,pca,old,1.6577541767021866,logistic,COMPLETE
63,0.8901935418446859,2025-08-19 18:42:07.357746,2025-08-19 18:45:39.204406,0 days 00:03:31.846660,20,,normal,6,nz,2.7720956940308653e-05,0.315207959292283,9979,960,0.7953210644563343,pca,old,1.4298934255917806,logistic,COMPLETE
64,0.8370000123977661,2025-08-19 18:45:39.208492,2025-08-19 18:49:11.806974,0 days 00:03:32.598482,20,,normal,6,nz,7.78200708718471e-05,0.09954527491774712,2022,992,0.5605867524023438,pca,old,1.6179483373383854,logistic,COMPLETE
65,0.8906935652097067,2025-08-19 18:49:11.811787,2025-08-19 18:52:43.027109,0 days 00:03:31.215322,20,,normal,7,nz,6.737385808581955e-06,0.619629718418318,4085,896,,raw,old,1.3287133246904308,logistic,COMPLETE
66,0.8902903397878011,2025-08-19 18:52:43.027572,2025-08-19 18:56:13.921105,0 days 00:03:30.893533,20,,normal,6,nz,3.4276265993624914e-05,0.4176987210276732,983,960,0.516227119852014,pca,old,1.7950986858999536,logistic,COMPLETE
67,0.8835161526997884,2025-08-19 18:56:13.925519,2025-08-19 18:59:46.360694,0 days 00:03:32.435175,20,,normal,6,nz,3.5479979123490464e-07,0.23099080008573217,2926,1024,0.5002011883006282,pca,old,1.450317434254337,tanh,COMPLETE
68,0.7723386685053507,2025-08-19 18:59:46.361151,2025-08-19 19:03:17.816338,0 days 00:03:31.455187,20,,normal,7,nz,0.00021958522558300248,0.000927477636328108,2010,912,0.5985511268989995,pca,old,1.6962834276587342,logistic,COMPLETE
69,0.8839839100837708,2025-08-19 19:03:17.816788,2025-08-19 19:04:01.383598,0 days 00:00:43.566810,100,,normal,6,nz,1.5565605496192526e-05,0.1321549906738687,5722,864,0.5407314388314073,pca,Glorot,,logistic,COMPLETE
70,0.8867419560750326,2025-08-19 19:04:01.383883,2025-08-19 19:07:32.146739,0 days 00:03:30.762856,20,,normal,6,nz,9.549928732154056e-05,0.3049084053142724,8051,992,0.8819033976306517,pca,old,1.5741935302262406,logistic,COMPLETE
71,0.9023225903511047,2025-08-19 19:07:32.148824,2025-08-19 19:11:03.876044,0 days 00:03:31.727220,20,,normal,6,nz,3.136702262825037e-05,0.6080289761957816,3845,736,0.5786479008896026,pca,old,1.4803970563590614,logistic,COMPLETE
72,0.9030322829882304,2025-08-19 19:11:03.879335,2025-08-19 19:14:36.434540,0 days 00:03:32.555205,20,,normal,6,nz,3.975409077869769e-05,0.6757851275034827,3791,560,0.5763220318325809,pca,old,1.5279348924041332,logistic,COMPLETE
73,0.8983064889907837,2025-08-19 19:14:36.434999,2025-08-19 19:18:07.085182,0 days 00:03:30.650183,20,,normal,6,nz,3.789549768963252e-05,0.9913479911362736,3932,592,0.5748037767976626,pca,old,1.2984498296095457,logistic,COMPLETE
74,0.8959354758262634,2025-08-19 19:18:07.085634,2025-08-19 19:21:41.641401,0 days 00:03:34.555767,20,,normal,6,nz,1.9047837619969962e-05,0.5448530368478668,2579,544,0.611442900462169,pca,old,1.5212235491651018,logistic,COMPLETE
75,0.9065967798233032,2025-08-19 19:21:41.641845,2025-08-19 19:25:15.659902,0 days 00:03:34.018057,20,,normal,6,nz,4.401587431475141e-05,0.6532621684703291,3380,640,0.5351135739225628,pca,old,1.4263748724738887,logistic,COMPLETE
76,0.9018709659576416,2025-08-19 19:25:15.662873,2025-08-19 19:28:46.862106,0 days 00:03:31.199233,20,,normal,6,nz,8.694418058483812e-06,0.6182158692672922,3383,480,0.5276489280291858,pca,old,1.4197613709354848,logistic,COMPLETE
77,0.8913064201672872,2025-08-19 19:28:46.862553,2025-08-19 19:32:18.566398,0 days 00:03:31.703845,20,,normal,7,nz,4.062224536196236e-05,0.38119654461651026,1965,640,0.5798513221833083,pca,old,1.7031932711997149,logistic,COMPLETE
78,0.8855161666870117,2025-08-19 19:32:18.566850,2025-08-19 19:35:44.652056,0 days 00:03:26.085206,20,,normal,6,nz,1.5359855382148383e-06,0.25606484613996106,4549,704,,raw,old,1.4037203137392806,logistic,COMPLETE
79,0.113467738032341,2025-08-19 19:35:44.652502,2025-08-19 19:39:16.102685,0 days 00:03:31.450183,20,,normal,6,nz,4.994381364664769e-06,1.1661023473863843e-06,2781,608,0.5461345734789375,pca,old,1.4740025281268108,logistic,COMPLETE
