number,value,datetime_start,datetime_complete,duration,params_batch_size,params_dist1,params_iseed,params_l2_penalty_choice,params_l2_penalty_nz,params_lr,params_lr_anneal_start,params_nhid1,params_scale_heur1,params_scale_mult1,params_squash,user_attrs_avg_fit_criteria,state,avg_fit_criteria
86,0.30488710999488833,2025-09-03 15:12:52.834597,2025-09-03 15:49:14.523423,0 days 00:36:21.688826,20,normal,5,nz,7.176529559961988e-07,0.0010888556841503908,161,160,Glorot,,tanh,0.012879490852355957,COMPLETE,0.012879490852355957
87,0.5558387160301208,2025-09-03 15:49:14.524096,2025-09-03 16:25:55.852236,0 days 00:36:41.328140,20,normal,7,nz,0.0013027462719847785,0.00402905642351582,1771,848,old,0.5066073383181098,logistic,0.012274599075317383,COMPLETE,0.012274599075317383
88,0.37998388409614564,2025-09-03 16:25:55.852677,2025-09-03 16:32:51.427092,0 days 00:06:55.574415,100,normal,7,zero,,0.000527226544140301,490,784,Glorot,,tanh,0.013055944442749023,COMPLETE,0.013055944442749023
89,0.5308064818382263,2025-09-03 16:32:51.427718,2025-09-03 16:40:13.990179,0 days 00:07:22.562461,100,normal,7,nz,4.927914403984057e-07,0.005114294799933329,2580,240,old,1.900553525203199,logistic,0.008548426628112792,COMPLETE,0.008548426628112792
90,0.35991936922073364,2025-09-03 16:40:13.990932,2025-09-03 17:14:55.744074,0 days 00:34:41.753142,20,normal,8,zero,,7.524656786929193e-06,4537,960,Glorot,,tanh,0.013115930557250976,COMPLETE,0.013115930557250976
91,0.5016290545463562,2025-09-03 17:14:55.744520,2025-09-03 17:22:15.595909,0 days 00:07:19.851389,100,uniform,8,nz,1.2366828847884485e-05,0.003199994318455447,243,816,old,0.8103987701683892,tanh,0.013067936897277832,COMPLETE,0.013067936897277832
92,0.8807097315788269,2025-09-03 17:22:15.596691,2025-09-03 17:29:38.025210,0 days 00:07:22.428519,100,normal,6,nz,1.02018999504668e-08,0.01739104575970968,7977,272,old,0.4062792499771365,tanh,0.0015498161315917968,COMPLETE,0.0015498161315917968
93,0.3444516360759735,2025-09-03 17:29:38.025649,2025-09-03 17:36:33.649301,0 days 00:06:55.623652,100,uniform,6,zero,,3.8119316753755817e-06,1910,672,old,0.23483470721403713,tanh,0.013043045997619629,COMPLETE,0.013043045997619629
94,0.8540806651115418,2025-09-03 17:36:33.649764,2025-09-03 18:12:57.918531,0 days 00:36:24.268767,20,uniform,7,nz,4.816686828617448e-07,0.03330887626095184,895,384,Glorot,,tanh,0.00457913875579834,COMPLETE,0.00457913875579834
95,0.423467755317688,2025-09-03 18:12:57.918962,2025-09-03 18:19:57.271355,0 days 00:06:59.352393,100,normal,8,zero,,0.0002997657084618961,1223,816,old,0.6444303612007551,tanh,0.013124728202819824,COMPLETE,0.013124728202819824
96,0.33779032826423644,2025-09-03 18:19:57.272145,2025-09-03 18:26:51.125955,0 days 00:06:53.853810,100,normal,8,zero,,0.00011333293684010681,2494,480,old,1.4060152735110083,tanh,0.013155293464660645,COMPLETE,0.013155293464660645
97,0.1490645229816437,2025-09-03 18:26:51.126834,2025-09-03 18:33:43.346466,0 days 00:06:52.219632,100,normal,6,zero,,0.0004082968492166491,243,640,old,0.7659148680723962,logistic,0.013097429275512695,COMPLETE,0.013097429275512695
98,0.35898388624191285,2025-09-03 18:33:43.347379,2025-09-03 19:10:40.873669,0 days 00:36:57.526290,20,uniform,7,nz,3.179195841092528e-07,1.1493145431478937e-06,582,928,old,1.418800479316152,tanh,0.013103008270263672,COMPLETE,0.013103008270263672
99,0.17537097334861756,2025-09-03 19:10:40.874437,2025-09-03 19:17:31.560687,0 days 00:06:50.686250,100,uniform,6,zero,,5.420115942374636e-05,3098,736,old,1.2675963941982775,logistic,0.013039088249206543,COMPLETE,0.013039088249206543
100,0.3497258245944977,2025-09-03 19:17:31.562075,2025-09-03 19:51:48.794303,0 days 00:34:17.232228,20,normal,8,zero,,0.00013698275185491097,447,768,Glorot,,tanh,0.013110637664794922,COMPLETE,0.013110637664794922
101,0.8170323014259339,2025-09-03 19:51:48.794724,2025-09-03 20:28:16.754728,0 days 00:36:27.960004,20,uniform,7,nz,0.0013339363451747054,0.232732958898802,5221,560,old,1.6956026258498504,logistic,0.10234835147857665,COMPLETE,0.10234835147857665
102,0.8005483984947205,2025-09-03 20:28:16.755183,2025-09-03 21:04:41.410688,0 days 00:36:24.655505,20,normal,7,nz,3.57904820688488e-08,0.007468755184724273,2711,640,old,1.2440546606501794,tanh,0.008681440353393554,COMPLETE,0.008681440353393554
103,0.3474032461643219,2025-09-03 21:04:41.411435,2025-09-03 21:39:12.865091,0 days 00:34:31.453656,20,normal,7,zero,,2.6655385399799217e-06,218,672,old,0.4349971289619389,tanh,0.012974882125854492,COMPLETE,0.012974882125854492
104,0.40954840183258057,2025-09-03 21:39:12.865814,2025-09-03 22:13:45.914146,0 days 00:34:33.048332,20,normal,5,zero,,0.0007598233933892904,299,928,old,0.7028677242712036,tanh,0.013079452514648437,COMPLETE,0.013079452514648437
