number,value,datetime_start,datetime_complete,duration,params_batch_size,params_dist1,params_iseed,params_l2_penalty_choice,params_l2_penalty_nz,params_lr,params_lr_anneal_start,params_nhid1,params_nhid2,params_nhid3,params_scale_heur1,params_scale_mult1,params_squash,user_attrs_avg_fit_criteria,user_attrs_ed_cl1_mean,user_attrs_ed_cl2_mean,user_attrs_ed_cl3_mean,state,avg_fit_criteria,ed_cl1_mean,ed_cl2_mean,ed_cl3_mean
63,0.8899999658266703,2025-09-03 16:33:42.144440,2025-09-03 17:05:40.797027,0 days 00:31:58.652587,20,uniform,7,zero,,0.018583103537611254,3355,688,576,992,old,0.910787422843063,logistic,0.011060317357381185,0.011056979497273764,0.011304179827372232,0.010819792747497559,COMPLETE,0.011060317357381185,0.011056979497273764,0.011304179827372232,0.010819792747497559
64,0.900357166926066,2025-09-03 17:05:40.797800,2025-09-03 17:12:05.830188,0 days 00:06:25.032388,100,uniform,5,zero,,0.05074764755227167,6982,880,960,640,Glorot,,tanh,0.009925458166334366,0.008551319440205893,0.010337591171264648,0.010887463887532553,COMPLETE,0.009925458166334366,0.008551319440205893,0.010337591171264648,0.010887463887532553
65,0.896671454111735,2025-09-03 17:12:05.830613,2025-09-03 17:18:31.943329,0 days 00:06:26.112716,100,uniform,5,zero,,0.018525036357286553,5747,848,880,672,Glorot,,tanh,0.011569155587090386,0.011019746462504068,0.011930267016092936,0.011757453282674154,COMPLETE,0.011569155587090386,0.011019746462504068,0.011930267016092936,0.011757453282674154
66,0.8956000010172526,2025-09-03 17:18:31.943756,2025-09-03 17:24:55.827804,0 days 00:06:23.884048,100,uniform,5,zero,,0.015249343168336992,7624,896,992,480,Glorot,,tanh,0.01150186856587728,0.011238614718119303,0.012037952740987143,0.01122903823852539,COMPLETE,0.01150186856587728,0.011238614718119303,0.012037952740987143,0.01122903823852539
67,0.895042876402537,2025-09-03 17:24:55.828720,2025-09-03 17:31:19.777583,0 days 00:06:23.948863,100,normal,5,zero,,0.1657812981160983,3096,912,688,768,Glorot,,tanh,0.00818112161424425,0.006441354751586914,0.0081634521484375,0.009938557942708334,COMPLETE,0.00818112161424425,0.006441354751586914,0.0081634521484375,0.009938557942708334
68,0.8814714352289835,2025-09-03 17:31:19.778043,2025-09-03 17:37:45.173191,0 days 00:06:25.395148,100,uniform,5,zero,,0.0014044125608490704,4515,880,768,784,old,1.6192881736487565,tanh,0.012818389468722872,0.012815038363138834,0.012883702913920084,0.012756427129109701,COMPLETE,0.012818389468722872,0.012815038363138834,0.012883702913920084,0.012756427129109701
69,0.8916714390118917,2025-09-03 17:37:45.173635,2025-09-03 17:44:07.562519,0 days 00:06:22.388884,100,uniform,8,zero,,0.016073479057738357,4817,528,976,720,Glorot,,tanh,0.011492742432488335,0.010631203651428223,0.011998216311136881,0.011848807334899902,COMPLETE,0.011492742432488335,0.010631203651428223,0.011998216311136881,0.011848807334899902
70,0.900514284769694,2025-09-03 17:44:07.563453,2025-09-03 17:50:30.848436,0 days 00:06:23.284983,100,uniform,8,zero,,0.08078411382274779,8036,992,1008,688,Glorot,,tanh,0.008704463640848795,0.006929159164428711,0.009045799573262533,0.010138432184855143,COMPLETE,0.008704463640848795,0.006929159164428711,0.009045799573262533,0.010138432184855143
71,0.09999999900658925,2025-09-03 17:50:30.848877,2025-09-03 17:56:54.766878,0 days 00:06:23.918001,100,uniform,8,zero,,0.32786478674557545,3011,1008,1024,896,Glorot,,tanh,,,,,COMPLETE,,,,
72,0.88485715786616,2025-09-03 17:56:54.768611,2025-09-03 18:03:17.149687,0 days 00:06:22.381076,100,uniform,6,zero,,0.00502445892590061,5207,736,880,624,Glorot,,tanh,0.012240476078457303,0.0120467742284139,0.01259938875834147,0.012075265248616537,COMPLETE,0.012240476078457303,0.0120467742284139,0.01259938875834147,0.012075265248616537
