number,value,datetime_start,datetime_complete,duration,params_batch_size,params_colnorm_thresh,params_dist1,params_iseed,params_l2_penalty_choice,params_l2_penalty_nz,params_lr,params_lr_anneal_start,params_nhid1,params_pca_energy,params_preproc,params_scale_heur1,params_scale_mult1,params_squash,state
68,0.4759031633536021,2025-08-19 19:07:40.230474,2025-08-19 19:11:01.326139,0 days 00:03:21.095665,20,,normal,8,nz,1.2992292659200328e-07,0.02467393068190564,6765,144,,raw,old,1.9747353946591826,tanh,COMPLETE
69,0.28551604350407916,2025-08-19 19:11:01.327879,2025-08-19 19:14:32.198710,0 days 00:03:30.870831,20,2.4287136845339984e-07,normal,8,nz,6.072184190598723e-06,0.45712717195225844,6969,400,,colnorm,old,1.4233799593141996,tanh,COMPLETE
70,0.36649996042251587,2025-08-19 19:14:32.199129,2025-08-19 19:15:16.758911,0 days 00:00:44.559782,100,,uniform,5,nz,1.7672264611092177e-08,0.006619559556023699,1686,400,0.9917284469993652,pca,Glorot,,logistic,COMPLETE
71,0.5147096713383993,2025-08-19 19:15:16.759224,2025-08-19 19:15:59.614348,0 days 00:00:42.855124,100,4.581746258836969e-08,uniform,6,nz,7.251903704210455e-06,0.2109991003169928,3379,400,,colnorm,Glorot,,logistic,COMPLETE
72,0.34640313188234967,2025-08-19 19:15:59.614725,2025-08-19 19:19:27.898344,0 days 00:03:28.283619,20,,uniform,8,nz,1.0494261890962157e-05,0.2509273584242826,6984,368,0.8652263970275239,pca,old,1.4006952216884687,tanh,COMPLETE
73,0.5118709405263265,2025-08-19 19:19:27.898751,2025-08-19 19:20:11.944419,0 days 00:00:44.045668,100,2.612344595278998e-08,uniform,5,nz,7.908085946380376e-06,0.22341672823904796,2704,336,,colnorm,Glorot,,logistic,COMPLETE
74,0.4822583297888438,2025-08-19 19:20:11.944638,2025-08-19 19:23:29.699600,0 days 00:03:17.754962,20,0.0008879984087609003,normal,7,zero,,0.8768647106845783,408,768,,colnorm,old,1.8268632382689347,logistic,COMPLETE
75,0.49608073631922406,2025-08-19 19:23:29.700012,2025-08-19 19:24:10.185483,0 days 00:00:40.485471,100,,uniform,5,zero,,0.5376240204465543,3264,416,,raw,Glorot,,logistic,COMPLETE
76,0.20114518702030182,2025-08-19 19:24:10.185767,2025-08-19 19:27:40.505929,0 days 00:03:30.320162,20,,uniform,7,nz,0.005688717040061505,0.9405385724617532,1474,656,0.5015166037704957,pca,old,1.4698974879681457,logistic,COMPLETE
77,0.5466290314992269,2025-08-19 19:27:40.506360,2025-08-19 19:28:21.643201,0 days 00:00:41.136841,100,7.938085331164015e-08,uniform,8,zero,,0.6100379241256124,2241,528,,colnorm,Glorot,,logistic,COMPLETE
78,0.4460000197092692,2025-08-19 19:28:21.643427,2025-08-19 19:29:02.854223,0 days 00:00:41.210796,100,4.104252403155241e-07,uniform,7,zero,,0.6832716583988908,7535,592,,colnorm,Glorot,,tanh,COMPLETE
79,0.3834676444530487,2025-08-19 19:29:02.854611,2025-08-19 19:29:44.042913,0 days 00:00:41.188302,100,1.4763332233906262e-07,uniform,8,zero,,0.062434415852917306,1872,784,,colnorm,Glorot,,logistic,COMPLETE
